date,price,price_high,price_low,price_open
2017-12-12 09:00:00,16526.67011161303,17242.612622644298,15929.349068397994,16518.498122235218
2017-12-13 09:00:00,16158.952070557429,16871.320434889178,15148.501381119448,16523.960441643852
2017-12-14 09:00:00,16372.49243153399,16651.53002049388,15665.767476852201,16145.368835905112
2017-12-15 09:00:00,17493.762738528465,17952.571287810955,16324.568040529892,16382.179897199218
2017-12-16 09:00:00,19162.161866886992,19425.756315370145,17245.91882652281,17489.66646744335
2017-12-17 09:00:00,18907.91519536511,19730.334823391666,18486.81992050516,19155.006479401243
2017-12-18 09:00:00,18905.165157894586,19253.590931788818,17497.098873812596,18913.967337261394
2017-12-19 09:00:00,17546.059804647895,19080.62929402601,16629.228705082114,18908.51039359179
2017-12-20 09:00:00,16473.61139519006,17880.777277027413,15172.619172156587,17577.982328502927
2017-12-21 09:00:00,15546.39575392843,17295.31633129559,14514.147770435366,16473.741077505907
2017-12-22 09:00:00,13746.249772978794,15758.473348377687,11083.191721125724,15566.83662677916
2017-12-23 09:00:00,14122.730078709284,15452.882065244123,13301.471129488265,13734.163909118923
2017-12-24 09:00:00,13758.79750513228,14134.349484892538,11973.592175281092,13818.877451881795
2017-12-25 09:00:00,13789.07791917165,14448.194166792853,12920.552776371464,13757.379394766776
2017-12-26 09:00:00,15726.745678948791,16098.961830819544,13640.033653865756,13812.482001207194
2017-12-27 09:00:00,15411.397860956196,16489.089131102064,14345.24655657042,15737.82361259958
2017-12-28 09:00:00,14306.67713039242,15511.525917558616,13301.404693837152,15429.723668019733
2017-12-29 09:00:00,14362.262573538168,15036.60065398556,13913.299206075868,14300.867811926657
2017-12-30 09:00:00,12546.176195037811,14433.053149888925,11909.257255419487,14364.13129806936
2017-12-31 09:00:00,13797.529813312889,14172.107773064688,12319.23919944242,12491.378281263576
2018-01-01 09:00:00,13409.911622599511,13876.665626939908,12774.23685805335,13793.176812399142
2018-01-02 09:00:00,14676.826096070881,15376.72548107894,12899.232254625937,13387.554724985226
2018-01-03 09:00:00,15022.35534229644,15391.383462248641,14322.612562980106,14681.706512569037
2018-01-04 09:00:00,15094.281553712815,15342.054121911618,14031.32480244902,15017.011821551558
2018-01-05 09:00:00,16947.06602684704,17186.013930290654,14686.385747518412,15094.159548684636
2018-01-06 09:00:00,17096.825066852445,17174.219649988303,16081.874141313492,16949.424349448935
2018-01-07 09:00:00,16139.401384448282,17120.395873269565,15649.703048327754,17099.47330002602
2018-01-08 09:00:00,14940.091397033288,16313.706914788689,13231.25007667746,16201.559787738495
2018-01-09 09:00:00,14401.730039555621,15434.534514593191,14066.706999037322,14950.572009884756
2018-01-10 09:00:00,14898.301016460875,14927.00183809094,13275.83137021657,14402.292346144299
2018-01-11 09:00:00,13240.643913780315,14970.300313167441,11916.72857276025,14925.232635574188
2018-01-12 09:00:00,13758.64065696589,14128.865172993319,12638.27637598814,13243.813678205966
2018-01-13 09:00:00,14205.357020773532,14594.856013727907,13737.788369900836,13780.091370052041
2018-01-14 09:00:00,13528.34307178046,14347.613984500253,12724.330995185019,14206.231361056893
2018-01-15 09:00:00,13566.233547211084,14306.575354058474,13258.107335688146,13544.614869041221
2018-01-16 09:00:00,11084.605905538905,13567.26500144775,9462.788903940342,13530.996665391098
2018-01-17 09:00:00,11062.475092504157,11722.125023007357,9104.895361998002,11079.684717590853
2018-01-18 09:00:00,11051.681208878794,11962.745212843964,10516.26798036344,11043.70874930759
2018-01-19 09:00:00,11496.464433223948,11866.240059738559,10545.549406542521,11052.303284261281
2018-01-20 09:00:00,12793.615038760003,13086.619449564467,11439.780698903014,11497.649506172911
2018-01-21 09:00:00,11536.319614600421,12798.066319790945,10994.551367199752,12796.120307536088
2018-01-22 09:00:00,10773.783805566887,11921.980663002116,9936.207753565755,11538.101654407767
2018-01-23 09:00:00,10815.773224812212,11402.426450488389,9912.105077645656,10775.795280763108
2018-01-24 09:00:00,11365.28779999233,11549.326597146177,10496.437416403593,10814.101650571269
2018-01-25 09:00:00,11168.781037506737,11776.872173795073,10923.359574356304,11366.739871586737
2018-01-26 09:00:00,11090.23712921595,11640.494421841118,10296.169774582573,11170.703214009936
2018-01-27 09:00:00,11475.286424690172,11643.097478052161,10833.20035769076,11090.67526646353
2018-01-28 09:00:00,11807.859154947984,12149.477430357016,11390.389909332358,11480.159375625972
2018-01-29 09:00:00,11214.442391233712,11910.901478446905,11078.103600563109,11799.550561032996
2018-01-30 09:00:00,10117.03339385461,11269.516331376411,9823.69347822843,11210.559895795053
2018-01-31 09:00:00,10228.714377980164,10383.653999980012,9623.338754602863,10122.697456993847
2018-02-01 09:00:00,9125.319945788626,10270.14806902441,8620.79790118377,10225.23160387217
2018-02-02 09:00:00,8856.938415503182,9177.912524539255,7828.9802641274655,9123.994648311545
2018-02-03 09:00:00,9209.302652114462,9479.571499689657,8207.973621940075,8860.498581681219
2018-02-04 09:00:00,8187.123840717926,9361.305187841994,7890.750682490745,9209.435906655805
2018-02-05 09:00:00,6912.168569206429,8362.801759119167,6614.416680312853,8184.557760776973
2018-02-06 09:00:00,7687.474985544476,7990.7668199941045,5967.137642803926,6914.348673958675
2018-02-07 09:00:00,7595.160073931846,8536.446515904543,7172.298342482954,7683.754806173351
2018-02-08 09:00:00,8229.932313483965,8594.17946613702,7565.913176218399,7588.699045013687
2018-02-09 09:00:00,8688.683017016736,8757.705444158699,7772.58079895903,8012.199378697553
2018-02-10 09:00:00,8539.93965016199,9071.51060903355,8131.649031792423,8686.231863340816
2018-02-11 09:00:00,8064.566921555284,8551.421838816712,7747.109024927088,8539.716547965694
2018-02-12 09:00:00,8901.943474709095,8990.58478793636,8056.697838518171,8067.367283664218
2018-02-13 09:00:00,8535.792691245997,8950.459066442641,8353.217606677945,8900.133870887214
2018-02-14 09:00:00,9462.276120579962,9497.213258422325,8524.4785457895,8525.998121743183
2018-02-15 09:00:00,10005.218513825435,10223.65206311942,9315.387935261506,9461.720316406632
2018-02-16 09:00:00,10168.519026855703,10317.829826273799,9675.840505407557,10003.357830915265
2018-02-17 09:00:00,11055.362369528653,11090.704818105141,10050.900623162739,10168.182094934318
2018-02-18 09:00:00,10391.849916258232,11279.817640784324,10096.367708591279,11053.299770238333
2018-02-19 09:00:00,11157.453961153185,11252.779271759588,10278.609913783774,10388.075695042875
2018-02-20 09:00:00,11209.030368457661,11784.519481356247,11095.575309987235,11150.088557223211
2018-02-21 09:00:00,10440.274177833093,11297.61877195778,10212.691013445188,11203.761077957552
2018-02-22 09:00:00,9818.518514684809,10933.801191421311,9691.08602063613,10440.819011117677
2018-02-23 09:00:00,10138.719577345344,10428.494482397127,9576.719612112513,9821.63495888915
2018-02-24 09:00:00,9693.358784764567,10508.08992415465,9357.470819304672,10132.099525526417
2018-02-25 09:00:00,9590.011202215117,9857.196816309668,9270.655180406946,9692.75965388807
2018-02-26 09:00:00,10324.22160756076,10449.907676353458,9358.338775929185,9591.89632755565
2018-02-27 09:00:00,10568.346335344846,10864.936754341938,10128.34170620419,10323.275928923298
2018-02-28 09:00:00,10323.746799166038,11089.552366970549,10288.584897683813,10581.32188044906
2018-03-01 09:00:00,10915.37355592435,11068.524788393508,10235.450343377888,10322.71933435651
2018-03-02 09:00:00,11036.672282288157,11193.541293807317,10771.035976473308,10921.812493996233
2018-03-03 09:00:00,11459.26298434122,11533.0839035805,11017.109661332897,11037.33490981667
2018-03-04 09:00:00,11500.352832521696,11549.710090009117,11051.404586293618,11458.957138008842
2018-03-05 09:00:00,11440.231124400014,11701.28552177216,11402.591868525327,11501.009301317852
2018-03-06 09:00:00,10718.904103811334,11443.348984566124,10557.048341888927,11442.476573579077
2018-03-07 09:00:00,9911.030858766175,10903.347978558317,9409.957794890788,10718.701619717198
2018-03-08 09:00:00,9276.482017988128,10117.051382850477,9066.707327549344,9908.06036121528
2018-03-09 09:00:00,9227.93466993342,9413.237073536078,8340.527595845515,9275.167357189863
2018-03-10 09:00:00,8775.68951459563,9496.424427496799,8674.773650439869,9229.698854961087
2018-03-11 09:00:00,9533.967129772409,9747.664334451216,8450.0,8776.92527955866
2018-03-12 09:00:00,9128.083728246937,9889.839354850761,8768.337073881612,9534.022003727763
2018-03-13 09:00:00,9147.813044635335,9476.503038757215,8824.993318691753,9126.755367008971
2018-03-14 09:00:00,8177.977368823221,9340.463175979288,7914.543021365457,9151.964833470345
2018-03-15 09:00:00,8247.242002859388,8428.699210041674,7658.325055733297,8187.126692740153
2018-03-16 09:00:00,8259.564522966628,8612.063546155745,7904.199668924569,8248.159405611816
2018-03-17 09:00:00,7834.4130281819125,8350.695752407863,7724.1884832700225,8259.610462915747
2018-03-18 09:00:00,8189.557183837427,8319.25987288145,7322.833480267353,7833.1164520605125
2018-03-19 09:00:00,8599.202792054077,8708.73823431577,8095.091872562353,8193.297651956032
2018-03-20 09:00:00,8908.604985604565,9050.23070711333,8287.615641810966,8595.420658661726
2018-03-21 09:00:00,8887.042650560294,9179.587132504399,8751.582982010244,8908.579642283486
2018-03-22 09:00:00,8718.58702671207,9099.902999503673,8474.189656265626,8886.561277202369
2018-03-23 09:00:00,8903.853232012789,8912.016516055834,8267.976584883518,8717.062798615694
2018-03-24 09:00:00,8546.890144247269,9004.267086840757,8494.01442472671,8902.335555235566
2018-03-25 09:00:00,8466.2508225161,8672.28548624379,8366.456255237168,8533.819857898621
2018-03-26 09:00:00,8138.652851427043,8510.621934040915,7831.042995963321,8464.688111850786
2018-03-27 09:00:00,7794.562699096803,8214.865895038896,7733.010974786802,8138.705382754248
2018-03-28 09:00:00,7945.209414294789,8108.026397007997,7726.79631669894,7794.584834967797
2018-03-29 09:00:00,7089.6323974254265,7972.981126123852,6933.444047481715,7944.42874574741
2018-03-30 09:00:00,6843.24163792546,7295.487875969352,6584.656493340269,7088.92082042371
2018-03-31 09:00:00,6925.0357378813715,7225.360515088551,6781.125315463368,6840.0942037988025
2018-04-01 09:00:00,6813.158167758549,7048.739458178422,6429.174908952394,6923.307362575433
2018-04-02 09:00:00,7055.03509335242,7119.490502166588,6763.499034103762,6813.992775289203
2018-04-03 09:00:00,7408.51290751959,7516.069958141247,7008.10427756188,7060.619310816474
2018-04-04 09:00:00,6797.147297261599,7428.1946226516275,6707.919445388105,7408.017300711609
2018-04-05 09:00:00,6770.977222927617,6908.236400179947,6569.553605475885,6796.863783842263
2018-04-06 09:00:00,6605.386957766972,6849.999999999999,6502.359479201282,6770.306732296165
2018-04-07 09:00:00,6897.549964812803,7069.832695671743,6589.108789274324,6606.449513651087
2018-04-08 09:00:00,7019.563436879003,7108.351658314017,6882.498797603591,6897.228236477713
2018-04-09 09:00:00,6782.120838970348,7182.902936396219,6611.112056833789,7014.74930988586
2018-04-10 09:00:00,6842.0486398109015,6892.249526353705,6655.372382147317,6781.738960213711
2018-04-11 09:00:00,6951.279997001645,6989.007718659015,6791.348067450848,6836.667148295281
2018-04-12 09:00:00,7923.176959781286,8025.18663219134,6746.659790595657,6950.866969754214
2018-04-13 09:00:00,7882.534039595228,8234.95006126067,7737.599411797554,7923.197482894938
2018-04-14 09:00:00,7999.318449821853,8196.165624843043,7815.508032533075,7879.335105357139
2018-04-15 09:00:00,8354.834221229357,8426.874787456622,7999.489706516815,8003.870352499883
2018-04-16 09:00:00,8061.085993003027,8420.369451515317,7875.687672384313,8354.69505834973
2018-04-17 09:00:00,7886.329960314634,8170.822565804606,7821.237237222382,8062.627009637288
2018-04-18 09:00:00,8172.959212549099,8236.065462157585,7868.599065685087,7890.937057058868
2018-04-19 09:00:00,8276.272741352277,8296.513788446782,8078.564490570801,8173.690505227001
2018-04-20 09:00:00,8858.135845120256,8931.15009464702,8188.536316974474,8273.598480124127
2018-04-21 09:00:00,8916.783371590791,9031.834979545707,8576.732403408156,8855.847084431523
2018-04-22 09:00:00,8787.728124646297,9024.487610763199,8735.464553934802,8917.627060917475
2018-04-23 09:00:00,8937.694572772894,8991.09065004731,8752.46595812251,8784.561028509152
2018-04-24 09:00:00,9628.578414151485,9732.895710354574,8924.452956558796,8936.452956558796
2018-04-25 09:00:00,8868.542909390733,9758.57839625725,8736.077780558915,9627.46889278248
2018-04-26 09:00:00,9268.683227002379,9313.590036959424,8650.249908853739,8865.269039283552
2018-04-27 09:00:00,8916.7726160512,9393.320002755327,8891.828853299176,9269.437684073493
2018-04-28 09:00:00,9347.106408140235,9432.07473184641,8865.198103258765,8915.717949589316
2018-04-29 09:00:00,9413.426070654139,9563.431711474428,9167.363834112903,9349.10765409232
2018-04-30 09:00:00,9245.28939929317,9455.885203547845,9122.364686487354,9413.15175868606
2018-05-01 09:00:00,9070.434163443539,9249.218348593113,8804.011135305811,9245.439128517217
2018-05-02 09:00:00,9240.393894813487,9265.452648225666,8971.649454686076,9070.160218198365
2018-05-03 09:00:00,9745.934590597717,9833.816808890468,9167.657258726162,9241.375222795816
2018-05-04 09:00:00,9710.445757064019,9820.821306117725,9522.178582455337,9747.35504258509
2018-05-05 09:00:00,9854.693875575744,10003.769131713883,9679.412933976362,9708.286514965463
2018-05-06 09:00:00,9650.939953445488,9958.262370968501,9407.467438492073,9855.583227510877
2018-05-07 09:00:00,9363.425921689575,9673.82293788573,9179.276556594425,9649.80900064673
2018-05-08 09:00:00,9181.420117019798,9467.758631475026,9046.468018574813,9362.463088109338
2018-05-09 09:00:00,9309.536559220558,9383.490345078164,8967.9525167538,9179.080338770622
2018-05-10 09:00:00,9008.203902222409,9394.442603900401,8975.668399437229,9309.517515042266
2018-05-11 09:00:00,8403.392816426262,9017.269408927625,8343.970942579916,9003.689529404797
2018-05-12 09:00:00,8470.28746179334,8648.523484918042,8168.493731972301,8406.731204732505
2018-05-13 09:00:00,8684.3880139376,8766.837314450355,8308.415305482884,8477.181430203209
2018-05-14 09:00:00,8667.035157709119,8887.001410861854,8280.208952747393,8685.353330693688
2018-05-15 09:00:00,8465.97272240773,8861.522204716144,8400.90242192994,8666.783054816804
2018-05-16 09:00:00,8334.8083482371,8493.022825494209,8087.937180230903,8467.79378428328
2018-05-17 09:00:00,8047.7268330316765,8472.82307349004,7979.245085374724,8331.904313361601
2018-05-18 09:00:00,8241.932221308503,8273.652715041178,7916.029664643369,8043.350216347293
2018-05-19 09:00:00,8233.076912954954,8391.557626894846,8103.910566590788,8239.990653167959
2018-05-20 09:00:00,8525.192353967856,8605.004085339915,8165.332219938694,8231.82012829468
2018-05-21 09:00:00,8383.57167211108,8593.933604200589,8308.324627534812,8525.123723509001
2018-05-22 09:00:00,7979.043270266033,8405.025657323904,7939.631134194597,8391.422229002435
2018-05-23 09:00:00,7502.223801600074,8031.9320406127745,7428.055509345495,7979.118169123936
2018-05-24 09:00:00,7577.803603691149,7731.497240777854,7267.048837482963,7503.842213452134
2018-05-25 09:00:00,7460.884454512297,7652.705776867536,7313.6233005046315,7579.074921078901
2018-05-26 09:00:00,7334.309180978209,7620.4936696588475,7295.87863239513,7457.371862941687
2018-05-27 09:00:00,7340.1987735063585,7401.808843211301,7228.516893025645,7334.286364199721
2018-05-28 09:00:00,7101.629318438383,7438.558114630153,7063.272793946904,7340.869475772622
2018-05-29 09:00:00,7463.077009095788,7539.343011361842,7031.62507291305,7101.890750007891
2018-05-30 09:00:00,7375.9098242513,7566.81844570873,7263.421101196011,7468.3006884808165
2018-05-31 09:00:00,7486.409829052605,7680.174513552503,7328.031806978345,7380.831911855809
2018-06-01 09:00:00,7519.192948525995,7610.7629022202,7354.170935711934,7486.41382191456
2018-06-02 09:00:00,7640.287183116429,7697.678567980134,7437.250655626164,7519.79719230882
2018-06-03 09:00:00,7712.70630634054,7787.276853129164,7597.216849034941,7637.571441935091
2018-06-04 09:00:00,7487.22441356406,7761.218175532632,7447.066377090247,7714.030243255843
2018-06-05 09:00:00,7623.321512183892,7680.807445565064,7358.478201657011,7488.910415619757
2018-06-06 09:00:00,7658.7844215932955,7698.271305334319,7470.25296299379,7624.85737406644
2018-06-07 09:00:00,7690.663496851354,7761.529140427947,7619.766295455482,7658.836278127627
2018-06-08 09:00:00,7605.883779559698,7702.41720742072,7532.832418211089,7688.636220440303
2018-06-09 09:00:00,7491.849361905062,7684.283942170622,7452.253109774936,7605.245194997177
2018-06-10 09:00:00,6768.479545286026,7493.082252715908,6623.864627716234,7493.082252715908
2018-06-11 09:00:00,6874.137345494577,6921.496073013474,6616.171243785732,6769.01403909957
2018-06-12 09:00:00,6535.362474057582,6888.620440113428,6440.120222790074,6873.697696882705
2018-06-13 09:00:00,6297.071560811494,6626.675347704773,6119.067473342761,6538.119327773322
2018-06-14 09:00:00,6638.4271696175565,6717.122399362753,6262.585004269929,6296.578916471525
2018-06-15 09:00:00,6389.226368139464,6666.66,6363.786335877927,6638.694957563607
2018-06-16 09:00:00,6484.522046725643,6559.69871006874,6322.616836722458,6381.46692254431
2018-06-17 09:00:00,6450.084037473131,6587.323465096727,6422.901918665984,6483.17612713273
2018-06-18 09:00:00,6711.6797561098265,6794.1629160144275,6380.196634044903,6445.156431434376
2018-06-19 09:00:00,6740.3519670094,6841.752806462545,6654.319065642267,6711.373534548155
2018-06-20 09:00:00,6760.698512744152,6815.918123036691,6552.985257405021,6738.097202296633
2018-06-21 09:00:00,6718.758488703145,6794.552486997661,6673.413881661556,6762.153549662333
2018-06-22 09:00:00,6046.42946845281,6735.019151158027,5924.463780847009,6717.857864185284
2018-06-23 09:00:00,6154.006218302497,6260.146942273814,6014.366507488977,6047.279216032777
2018-06-24 09:00:00,6140.158227386297,6258.8782665803465,5755.821474229393,6153.847399379726
2018-06-25 09:00:00,6252.3193256324175,6353.042518758559,6064.556339283677,6141.054003818217
2018-06-26 09:00:00,6069.985661153419,6273.814370955305,6032.33696473017,6252.080005351454
2018-06-27 09:00:00,6134.263264154149,6187.827894284473,5974.908742491138,6068.151486727015
2018-06-28 09:00:00,5852.7088825696555,6171.318176446693,5825.006707887992,6134.934728648073
2018-06-29 09:00:00,6199.578721626086,6299.737544046507,5778.61423256555,5849.485130910196
2018-06-30 09:00:00,6389.397534558073,6526.061073682983,6186.685499570685,6198.859292325996
2018-07-01 09:00:00,6355.915525603128,6440.730801944847,6252.093829394414,6390.380945962563
2018-07-02 09:00:00,6614.838580308209,6681.59383323467,6271.438259604603,6357.8222605748615
2018-07-03 09:00:00,6513.079899170324,6677.575835421436,6463.193396787897,6613.983630126795
2018-07-04 09:00:00,6586.375303361409,6786.550244417591,6434.927918247966,6510.341068187347
2018-07-05 09:00:00,6530.007639520556,6709.841497940603,6451.887401123637,6583.747437049281
2018-07-06 09:00:00,6607.705272126533,6646.599933709264,6428.8770009167565,6529.903058728442
2018-07-07 09:00:00,6757.485846587318,6818.469221834108,6509.068221985979,6608.941320509647
2018-07-08 09:00:00,6711.149267763765,6780.611925839323,6668.677680511171,6753.822263605045
2018-07-09 09:00:00,6663.098680865726,6804.736047464384,6613.880294496336,6710.937420137907
2018-07-10 09:00:00,6297.39960378406,6681.556804303441,6264.505291634132,6663.542245891263
2018-07-11 09:00:00,6378.42041018712,6404.910641905326,6280.0811736914975,6298.278960005639
2018-07-12 09:00:00,6249.23668125341,6380.2241959269,6070.39860052215,6378.28125827674
2018-07-13 09:00:00,6214.756491690959,6347.668853863021,6112.013013252405,6249.961088619762
2018-07-14 09:00:00,6250.973507645479,6332.8223459670935,6178.25380583134,6213.835232118267
2018-07-15 09:00:00,6352.512785131883,6395.29618459799,6225.716287625002,6250.24196091578
2018-07-16 09:00:00,6722.873703608773,6748.887654637426,6331.065990192063,6353.964429977444
2018-07-17 09:00:00,7316.120838233357,7468.856711738288,6653.19843180399,6722.9144542429
2018-07-18 09:00:00,7380.61351103992,7590.260800373927,7227.903497575543,7316.206656595251
2018-07-19 09:00:00,7467.1269045289655,7575.333177281029,7271.555745880243,7382.415007633025
2018-07-20 09:00:00,7336.39982638583,7699.472923516261,7271.648521836568,7469.787451889655
2018-07-21 09:00:00,7400.149761787923,7458.4122093321075,7211.122958867857,7336.654782706111
2018-07-22 09:00:00,7395.051331621424,7582.202196507539,7335.593848372334,7399.092623498699
2018-07-23 09:00:00,7720.68768172739,7825.347839571146,7373.808118042293,7394.48318892882
2018-07-24 09:00:00,8398.803923256526,8488.601001349249,7694.846636263016,7719.469050875949
2018-07-25 09:00:00,8175.361017863207,8488.808904788593,8049.86227464133,8396.752664115476
2018-07-26 09:00:00,7920.946134573779,8315.459773920382,7850.991942555172,8175.382428119862
2018-07-27 09:00:00,8187.652848854007,8283.335171289336,7803.91669828408,7920.996903419559
2018-07-28 09:00:00,8226.251977460402,8247.729073949338,8065.51413471981,8187.534570437375
2018-07-29 09:00:00,8211.774165985125,8295.249099233186,8114.2905726338395,8225.853278900751
2018-07-30 09:00:00,8170.781113258701,8278.036871503178,7863.025956326079,8212.306455051967
2018-07-31 09:00:00,7729.835848768685,8176.492747962163,7633.133287513632,8169.585698321889
2018-08-01 09:00:00,7604.037012526597,7752.442387234452,7432.112791725305,7733.806517698282
2018-08-02 09:00:00,7527.016735113649,7709.523743176275,7455.631740217464,7600.097161624381
2018-08-03 09:00:00,7418.461977359372,7540.515903394796,7283.141416601828,7527.351350184127
2018-08-04 09:00:00,7009.863765271164,7494.757716403442,6926.0,7413.016229514538
2018-08-05 09:00:00,7025.49604452674,7089.393805617922,6883.312189243612,7009.855511217658
2018-08-06 09:00:00,6935.055535664955,7159.6220474213505,6823.5671561622285,7025.048153197899
2018-08-07 09:00:00,6719.629310127149,7151.281568076782,6670.1809621314505,6934.489686789312
2018-08-08 09:00:00,6284.721329419226,6720.777114580292,6122.604722580461,6720.044989419084
2018-08-09 09:00:00,6531.947127476184,6623.45698383144,6180.361834252202,6283.365735077683
2018-08-10 09:00:00,6143.235144309003,6577.454768904342,6020.48413473329,6532.71787511101
2018-08-11 09:00:00,6233.314271957299,6488.774703420477,5974.664991711879,6147.101274740182
2018-08-12 09:00:00,6308.720335504815,6475.665663971239,6135.242096096797,6225.362296769634
2018-08-13 09:00:00,6247.239774210284,6544.910739211389,6144.637618032292,6309.045975404662
2018-08-14 09:00:00,6189.30416842247,6251.145375718215,5880.0,6249.217844348451
2018-08-15 09:00:00,6267.950277467996,6611.998134363021,6174.2486691789545,6189.036327986564
2018-08-16 09:00:00,6311.974666159047,6479.689807519042,6205.953593898046,6266.300145399724
2018-08-17 09:00:00,6584.043424129167,6584.947522190294,6285.939183770315,6315.802436481105
2018-08-18 09:00:00,6388.651551497813,6619.694544391426,6288.916366825722,6578.984407079241
2018-08-19 09:00:00,6477.81964990947,6541.259775703562,6300.779327110684,6388.571122342629
2018-08-20 09:00:00,6255.511638998906,6529.212677360815,6220.438025434069,6477.990488276842
2018-08-21 09:00:00,6479.9125848298745,6501.590237615449,6236.393622488063,6252.177111126496
2018-08-22 09:00:00,6360.207504485983,6885.76888228561,6251.040351926545,6479.848290339399
2018-08-23 09:00:00,6525.01,6576.89924211791,6342.508709862866,6361.9709979782065
2018-08-24 09:00:00,6683.2521750188835,6724.442158909395,6441.1876711142495,6525.141243652096
2018-08-25 09:00:00,6733.384805359203,6791.263823426435,6653.417141048779,6688.216870799351
2018-08-26 09:00:00,6700.067795875472,6775.280316763658,6566.666189841252,6733.544201480312
2018-08-27 09:00:00,6908.084700606429,6941.042442033547,6645.807556446272,6700.0174791576665
2018-08-28 09:00:00,7076.811959177502,7133.5873616552135,6860.1700398007615,6907.905279243915
2018-08-29 09:00:00,7031.423576922616,7132.669267243967,6909.726259510792,7077.287815649214
2018-08-30 09:00:00,6984.7293924757805,7062.609212487323,6785.881427102078,7033.37791021749
2018-08-31 09:00:00,7011.978582829302,7090.505871569462,6886.873412790925,6984.777411821718
2018-09-01 09:00:00,7198.476913303809,7277.573541534007,7009.402293452755,7011.677080413439
2018-09-02 09:00:00,7301.115064449065,7344.612432112587,7127.277659491444,7201.128651441974
2018-09-03 09:00:00,7262.696249405158,7338.424603243355,7191.017042918449,7301.19182853992
2018-09-04 09:00:00,7359.280688729021,7410.210450592108,7227.605689604201,7262.805475398647
2018-09-05 09:00:00,6696.6257432884195,7395.62102202274,6676.783757740551,7358.142047831715
2018-09-06 09:00:00,6511.544580792357,6721.218421168396,6262.718583816689,6692.336997629252
2018-09-07 09:00:00,6396.181986685422,6541.265079142815,6320.2878864060185,6512.6901174572295
2018-09-08 09:00:00,6184.370564742682,6476.7358875182845,6111.224798312139,6396.0914111064585
2018-09-09 09:00:00,6249.337130453775,6442.048060861938,6136.828185571798,6184.3868876481365
2018-09-10 09:00:00,6310.577908231173,6370.733766541687,6221.411994618342,6250.374769453313
