date,volume,vol,RSI_7,EMA_50,open,high,low,close
2017-11-24 09:00:00,5867.862877761361,3102.8127632433825,4.583130444380643,105.80621784464347,40.983185054310525,322.90997564879035,147.1115472802867,389.9189292040428
2017-11-25 09:00:00,8013.590970742269,3156.315779165635,7.6600539431642005,124.48949190750773,381.13800992834604,648.0466417060052,468.1709524488015,792.9876463660967
2017-11-26 09:00:00,8019.38627803856,3355.612430530823,4.728580741625564,142.53140920376154,775.875629923943,966.7198565437939,733.6091073169973,885.7895135428735
2017-11-27 09:00:00,9512.547484524666,3660.7741089637875,5.130135737520206,157.72859604178484,873.5684075423396,788.3831553876753,1039.6291788627332,886.9677961774269
2017-11-28 09:00:00,7542.297138624745,3910.832675801428,4.58945809251135,161.68319293961576,858.4481536225267,705.518635778486,823.9246099578049,646.1642708016243
2017-11-29 09:00:00,38306.7603432432,4052.7102529431286,2.6907588222995287,154.4582462951439,631.4457213013047,1854.178226338412,-66.42743449897716,338.44480687227406
2017-11-30 09:00:00,21816.408168354857,4310.825723499594,4.6272966236209925,155.90750299128922,321.2142692744783,45.33450281362093,191.58296712584524,488.36730873417036
2017-12-01 09:00:00,9678.177658460896,4837.838485873098,5.5703966675228855,187.7272021475028,446.6175740689305,645.2246953570757,677.5516377540644,1269.5766359988775
2017-12-02 09:00:00,2212.8961266077504,5244.07360083956,5.547407987043243,185.80718343141325,1254.5987333656649,707.984712970072,1622.5756312369522,591.6322863303685
2017-12-03 09:00:00,9446.943865218236,5649.856651237727,4.964871046810131,195.0366381996273,577.4989841801853,1076.8484234992484,495.0540735400591,801.6361681566959
2017-12-04 09:00:00,8019.743515734168,6088.553488399715,4.582930349205228,205.22409883474484,777.1691976722941,363.1526810085561,783.3076073125267,858.8424478987672
2017-12-05 09:00:00,7398.192840715777,6411.324671318072,4.792694957180004,203.4904747561859,828.8518193891905,671.7739119635444,1050.1212154078366,586.4605741521027
2017-12-06 09:00:00,16725.224996972836,7379.784354470958,6.49567890340488,273.7413509112066,563.3808843974748,2290.028083328956,812.5270452395434,2379.50251912927
2017-12-07 09:00:00,22297.909940766505,9477.195323423992,8.102979858672583,385.5175556990198,2356.935469586495,3794.0765888719216,1948.0690284498687,3846.243715885161
2017-12-08 09:00:00,30601.165517585963,10495.233330343855,2.179251267181428,347.8332594354888,3809.2910860546453,1614.0877037119717,1419.2047700656385,567.8080255611949
2017-12-09 09:00:00,15873.980241350993,10836.937910068453,-0.46100802024857046,291.37505862068974,516.326096513314,298.61100033449475,-296.8096546973047,-392.104551306782
2017-12-10 09:00:00,21188.18804163003,11201.705999283718,2.6493170240975132,288.7352599813512,-433.98946506666834,121.54839091627218,474.07034638840923,605.6426400439159
2017-12-11 09:00:00,13941.157700197458,12066.516791439597,4.626565274406246,348.37292526866986,584.8127847819687,2337.4748043210657,2499.6875877220737,2248.005019213402
2017-12-12 09:00:00,9131.243644865715,12621.05184834277,3.5703716065856383,340.23051226446114,2212.905459056994,850.3772200331732,2064.68613301229,896.9134118111215
2017-12-13 09:00:00,16692.459752062383,12946.696612522192,2.2846909728711466,316.68647965535274,852.9702835760581,386.71503113065046,196.93914192260672,351.547429263941
2017-12-14 09:00:00,11573.023243636175,13277.759639359696,3.4714269355145433,316.143543173308,303.45780739942165,376.4952360339157,1118.696497454799,768.8218016179981
2017-12-15 09:00:00,15187.680939719778,13829.164816595152,4.6646784400337395,351.5590977984539,758.4523266032847,1828.927862680379,1354.448797020399,1707.0368637095253
2017-12-16 09:00:00,657.8367495635275,14742.755230626679,5.108965176833294,408.2480427581413,1665.1953133391617,2302.5519085230662,1692.3194142132506,2467.336799283752
2017-12-17 09:00:00,7604.878371973149,15345.753104590716,3.220783100461034,388.61610486069185,2424.380758903695,1349.8716499917718,2122.379878614349,797.4793985077304
2017-12-18 09:00:00,14054.921703117321,15783.31425923256,3.447415625943691,378.0865858480229,761.2296724207299,446.41392374954376,43.09850990927589,784.3381174782189
2017-12-19 09:00:00,22717.019268202715,15790.123855967577,-0.4310812356383451,314.4726207202384,743.2480566460326,517.534815269948,-250.692293456279,-649.4667404768443
2017-12-20 09:00:00,30942.68210902381,15611.014612765095,-0.7529795166201296,262.7303838150965,-657.954940517644,-576.1063537314803,-1048.0603898697282,-723.2402989188886
2017-12-21 09:00:00,24824.34576796951,15334.583032599152,-0.601082166361735,218.07991681902786,-773.3406976307997,-257.6830853288193,-538.0542781121185,-739.6340545522708
2017-12-22 09:00:00,77144.94230293515,14885.620532830515,-2.643175716984757,140.67135779231103,-740.1739478753807,-1258.0338625164368,-3325.70613143827,-1709.0977315895288
2017-12-23 09:00:00,10257.5818506351,14560.432641679292,0.1783487470781182,150.37121720212235,-1751.737745370252,-308.07947800285183,1630.586096388648,183.38067846376907
2017-12-24 09:00:00,27409.467110018042,14207.974739730413,0.07522031756433734,132.57064093552071,-115.9168243518252,-1223.7738325420578,-1038.9452704317482,-260.60897755189217
