date,volume,vol,RSI_14,ADX,sentiment,open,high,low,close
2018-02-26 09:00:00,24268.950642831678,812.3158214731347,36.12376316233919,23.117231962337595,30,31.590788685160078,685.188321453883,240.2754743186979,880.4567173819269
2018-02-27 09:00:00,14251.846660643914,702.0697197750346,40.441166585127036,21.618948458532838,15,878.570857650795,698.2023570006568,958.6321978630967,562.1963285452821
2018-02-28 09:00:00,15998.624477570087,186.40572097175504,32.38620070127467,20.498037241595146,40,575.9799160692492,573.113588036671,506.8624547574982,74.83586441402804
2018-03-01 09:00:00,10062.089304406349,218.65382001634384,33.279024865105384,19.383367224129323,24,63.62887885069176,334.3273390797294,266.00828779745825,824.1785931443119
2018-03-02 09:00:00,9211.214067596793,363.7488055681026,33.123988494821134,18.51221546388067,11,830.4939565278382,439.5031236194736,807.1989414626223,476.3662347266891
2018-03-03 09:00:00,7142.894553192826,614.0207378300297,29.90335175866928,18.14027490547146,8,471.64655967420913,665.3927871871638,612.7754913921435,752.6344747606017
2018-03-04 09:00:00,3322.3796270570274,774.1245169238227,37.127777755298396,17.816351654592925,36,751.1506879356039,396.22169584520816,398.51194551539265,425.4759524953806
2018-03-05 09:00:00,5620.325041757093,915.9663198623578,29.341451471758575,17.71853009540087,30,426.0333174624575,494.5032024704651,678.7052090783018,282.4999133849178
2018-03-06 09:00:00,25470.612539245776,857.4194658187498,22.446764613500644,16.65043702315915,44,284.0602281664651,97.79636146839402,-471.09120328490644,-417.6047699135761
2018-03-07 09:00:00,55978.128135833584,879.9185095403768,23.180881913499658,17.007599273931426,54,-419.7597046293631,-265.3273302767102,-987.2332537503335,-661.2551453152955
2018-03-08 09:00:00,37871.28130319351,1182.0707506012247,23.594306177737142,17.66889449423313,31,-664.3448207877209,-620.8754507528793,-368.9052431364016,-601.2979770487982
2018-03-09 09:00:00,66921.38956202689,1348.8078127037572,20.127756251993056,18.906126094199426,42,-600.3724877946261,-663.3212488577392,-714.4896984409479,-61.784149285800595
2018-03-10 09:00:00,19370.83066462569,1719.7309628306189,20.74469680240566,19.9162622093006,35,-58.821347140401485,55.06745271807449,269.3912353694959,-389.18095342347624
2018-03-11 09:00:00,33583.1009834186,1689.7756156663547,29.421612849789465,20.42942466735682,55,-389.22071049044644,338.14880317487405,-127.75474668092102,773.3605019631177
2018-03-12 09:00:00,33451.302391081204,1786.8438325880227,18.422878078185946,20.665168737401444,71,772.3218727910407,322.66002620894506,386.76203160813384,-175.61528748468845
2018-03-13 09:00:00,28504.356262262365,1919.7949816464613,16.86111934388612,20.884073945300027,67,-177.1371673310714,-199.06948059102797,223.30341742486962,136.3566742673229
2018-03-14 09:00:00,43716.27626832489,2340.865248474056,13.210791521592437,21.98378457100127,74,141.49079379915202,-16.787217138391497,-739.1529266216612,-821.7282850786969
2018-03-15 09:00:00,41707.5537530454,2587.412713908496,7.752534199389501,23.221139464303782,63,-815.8349167704519,-785.3411447544131,-272.0880871115196,31.446428036037105
2018-03-16 09:00:00,25598.010768938377,2629.4410370161236,7.534981437200408,24.01869933050562,67,24.737768052067622,139.13810285724867,253.3553085753383,74.54785202004496
2018-03-17 09:00:00,16989.801412440076,2687.846525552199,0.6034731565678726,24.927978736509402,74,72.97861138968437,-172.65450576830335,-69.77679392984464,-328.31131474305676
2018-03-18 09:00:00,52723.57730078511,2322.622806820776,6.6505109300084175,26.1317102483769,54,-330.1030450121352,26.421971277322882,-319.7742753591965,384.8998763777872
2018-03-19 09:00:00,44734.93107766542,1717.5159737190663,12.461147932996539,26.472173299768997,44,389.42711225879975,481.9563672893546,797.0025448730803,559.4550134948468
2018-03-20 09:00:00,27496.069376294327,905.7561677598919,19.56561915065093,26.156493942822067,39,552.6375047730817,545.1509854244541,421.03036175627767,538.1685339701635
2018-03-21 09:00:00,22817.14525235598,378.38654598057906,24.226766737329005,25.629484194066695,31,540.7889830639979,391.47346705444943,692.9267023415468,241.53971340502721
2018-03-22 09:00:00,25289.28112107259,217.7226352414466,27.475831874520882,25.478574488858502,33,241.20684050483396,180.69709521549885,21.021935672504696,57.84600982613301
2018-03-23 09:00:00,26260.195552199642,268.6451208491321,29.343786120186213,25.582212760488478,37,56.7160141912027,34.89307572173493,-10.01442174980366,367.3315622387199
2018-03-24 09:00:00,17917.01229504316,272.26371460106907,29.55871805244524,25.487649912479135,44,367.054159524816,273.21568931100956,385.0027920223747,-128.16355376315732
2018-03-25 09:00:00,12163.999840892073,345.33248982162945,17.481921974759153,25.56422953105912,41,-139.902410753597,-114.97927273097048,93.37738745025308,63.47020019452975
2018-03-26 09:00:00,37270.55321414178,177.40131280342712,19.244472917576974,26.268830450457788,38,72.48584928616219,-18.33844809178845,-353.65170535092966,-176.03127000307904
2018-03-27 09:00:00,23095.343393770232,278.22847871198223,16.05559720871852,27.030375564193537,47,-173.61346236379904,-158.7457743042978,-19.861609590883745,-244.154360578028
2018-03-28 09:00:00,8965.219313559755,210.32053374010593,29.747696228298494,27.744666508673443,56,-243.59443583775737,-8.80767989123433,96.07465983418933,214.12061683842694
2018-03-29 09:00:00,53154.0797870501,724.5899916390763,17.630021487368353,29.21281363240924,44,213.61875079807487,-23.21915720520792,-666.7523166539941,-719.33595992745
2018-03-30 09:00:00,66249.71750326779,1166.3722832411463,16.14021561335495,30.864536420956945,55,-719.241399840851,-568.5010759845809,-370.2503462570121,-276.0183634238829
2018-03-31 09:00:00,16172.124037483212,1407.1058828148841,21.70445037212251,32.398279010322675,59,-278.40891475452554,-83.11968303467165,176.52975984164277,78.31580718574696
2018-04-01 09:00:00,33906.52789002401,1622.4680345476004,14.201449804100058,34.10759962723517,37,79.26961082250273,-132.56280308391615,-272.3688761943795,-45.647030455760614
2018-04-02 09:00:00,17042.216189171122,1704.594860963713,11.642094306985342,35.49597216841742,39,-43.07035351786817,115.03934110148748,355.3236980093552,305.3562693901267
2018-04-03 09:00:00,27231.10134605834,1626.7048620537853,13.268690191771645,35.72061883607971,37,310.60522844070874,493.6194770367556,373.1450534109863,489.2971330225673
2018-04-04 09:00:00,31137.02303332768,1584.4459563386413,9.433592357313534,36.25057332908579,39,484.4660843117481,110.05918852858849,-128.86825912856148,-409.3919936875973
2018-04-05 09:00:00,23542.660554322883,1468.997075246389,11.023352555085062,36.88530415185282,40,-409.63584572002674,-363.89420654047717,-45.7870865817531,24.590707102612214
2018-04-06 09:00:00,9324.793362098091,1386.5251706637086,6.7517471699276275,37.54537254209291,41,24.081420664513644,-13.736112315579703,16.532174613098505,-79.05621900641927
2018-04-07 09:00:00,15638.28852931418,1024.676968527259,15.388356684561668,37.53469198338347,41,-77.45427226776428,298.0666933187358,176.98586738027097,364.1598964782106
2018-04-08 09:00:00,1974.7388136233749,753.392057766572,17.704231719303408,37.415365974098826,40,363.05159653404735,190.37153083572775,417.15954444213094,277.9345037164412
2018-04-09 09:00:00,22685.097449458237,442.0837447261815,18.02361542674661,37.66184612326837,32,273.3224646298504,230.79826999125999,-85.45601080675988,-67.30570809342498
2018-04-10 09:00:00,6033.232334736884,199.1235421756155,22.050384618420704,37.890720547497224,33,-63.83633778811691,-118.81519613279761,155.0508570185766,171.1173989086683
2018-04-11 09:00:00,8807.699862805119,59.09589808719193,20.685435166998975,37.7889051478465,31,166.43974773103764,200.6701536424016,271.49030827524075,249.2240026790114
2018-04-12 09:00:00,63583.27538375921,123.36562332081712,46.10389585532287,35.112594860562965,29,253.29504370191898,1185.8832880176542,121.54233197799476,1136.3042882992786
2018-04-13 09:00:00,47706.21960041624,458.61178627122786,46.65503724122713,32.97284194307578,29,1137.1845344350122,589.0004630989279,1139.7650489924663,314.82657892905263
2018-04-14 09:00:00,12119.144495545592,707.2602651493972,45.15634085862308,30.985928519694816,37,311.87750925039836,301.1453561439721,429.0054313393666,383.7120795199362
2018-04-15 09:00:00,10504.946930796359,1044.6734707548974,49.307167716582704,29.581972159153985,36,390.96113321396024,511.0849733654495,471.1624592678718,617.3213927060442
2018-04-16 09:00:00,24465.40658894766,1102.9100016568243,40.48186965338829,27.98997094152225,36,613.9116458092094,302.5857981795252,162.7731741118705,14.850907197724155
2018-04-17 09:00:00,17806.742524700123,1128.1249691733155,33.765188900078556,26.382291277919318,28,16.30776159308607,24.64808044376059,171.63970494678506,30.730525299085457
2018-04-18 09:00:00,13318.2142577017,1245.574969517596,48.75100325021991,25.03339330705808,32,34.08227952669131,267.94027990815357,253.24976416274876,458.90163032145483
2018-04-19 09:00:00,14681.153508062744,1273.033570403095,48.56595506600851,23.91848284360943,30,455.83458924320075,287.07049760238897,421.5811822765472,343.99128984619165
2018-04-20 09:00:00,34461.32273973472,1457.3450974768755,55.06727850047501,24.11650793461607,31,340.31616507458784,869.0522944813647,355.27488838660156,821.6353292850308
2018-04-21 09:00:00,32611.06257492002,1461.5600142569428,52.24416533670458,24.465554672065686,24,821.2496959009823,464.6163336599384,633.0770679321668,398.4067780623991
2018-04-22 09:00:00,14323.700019169002,1431.0658937789426,47.91774187088538,24.789669499697474,24,401.1810889321023,318.85103010261264,462.54412814083116,166.22905453340354
2018-04-23 09:00:00,13467.299816366729,1417.949093543706,54.077351305449326,25.090633268212706,18,162.5963905815588,256.8213790436057,310.66686162648693,388.7148780214866
